Make,Model,Model_Year,Status,Variant,Fuel_Type,Displacement,Cylinders,Image_url,Brand_Image
Hyundai,Bayon,2026,Upcoming,Bayon,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/216517/bayon-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/hyundai.webp
Hyundai,Staria,2027,Upcoming,Staria,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/196235/staria-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/hyundai.webp
Hyundai,Ioniq 6,2026,Upcoming,Ioniq 6,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/139795/ioniq-6-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/hyundai.webp
Hyundai,Ioniq 9,2027,Upcoming,Ioniq 9,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/196941/ioniq-9-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/hyundai.webp
Hyundai,Ioniq 5 Facelift,2026,Upcoming,Ioniq 5 Facelift,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/201627/ioniq-5-facelift-exterior-left-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/hyundai.webp
Mahindra,Thar [2020-2025],2020,Discontinued,Thar,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40087/thar-exterior-right-front-three-quarter-38.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Old Generation XUV700,2021,Discontinued,Old Generation XUV700,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/42355/xuv700-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero [2022-2025],2022,Discontinued,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131179/bolero-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero Neo [2022-2025],2022,Discontinued,Bolero Neo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131181/bolero-neo-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero Neo [2021-2022],2021,Discontinued,Bolero Neo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/97853/bolero-neo-exterior-right-front-three-quarter-7.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero [2020-2022],2020,Discontinued,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/45933/bolero-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV500,2018,Discontinued,XUV500,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/34024/xuv500-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio 2021,2017,Discontinued,Scorpio 2021,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/31883/scorpio-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XEV 7e,2026,Discontinued,XEV 7e,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131955/xuve8-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV300 [2019-2024],2019,Discontinued,XUV300,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/26918/xuv300-exterior-right-front-three-quarter-148709.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,e2o PLUS,2016,Discontinued,e2o PLUS,Electric,,,https://imgd.aeplcdn.com/664x374/cw/ec/25867/Mahindra-e2o-Plus-Right-Front-Three-Quarter-84855.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Alturas G4,2018,Discontinued,Alturas G4,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/33266/alturas-g4-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,TUV300,2019,Discontinued,TUV300,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/39470/Mahindra-TUV300-Right-Front-Three-Quarter-155763.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV300 TurboSport,2022,Discontinued,XUV300 TurboSport,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131907/xuv300-turbosport-exterior-right-front-three-quarter-9.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,KUV100 NXT,2017,Discontinued,KUV100 NXT,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/21497/kuv100-nxt-exterior-right-front-three-quarter-64047.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Xylo,2014,Discontinued,Xylo,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/31432/Mahindra-Xylo-Exterior-109406.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Thar [2014-2020],2012,Discontinued,Thar,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/44/CF/18024/img/m/Mahindra-Thar-Right-Front-Three-Quarter-49024_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero [2011-2020],2011,Discontinued,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/10472/Mahindra-Bolero-Right-Front-Three-Quarter-80015.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio Getaway,2014,Discontinued,Scorpio Getaway,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/ae/93/19049/img/m/Mahindra-Scorpio-Getaway-Right-Front-Three-Quarter-52933_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio [2014-2017],2014,Discontinued,Scorpio,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/mahindra/scorpio.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Verito,2012,Discontinued,Verito,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/cc/75/10473/img/m/Mahindra-Verito-Right-Front-Three-Quarter-49185_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,eKUV100,2024,Discontinued,eKUV100,Electric,,,https://imgd.aeplcdn.com/664x374/cw/ec/33261/Mahindra-eKUV100-Exterior-170053.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV500 [2011-2015],2011,Discontinued,XUV500,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/xuv500-2011-2015.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV500 [2015-2018],2015,Discontinued,XUV500,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/18784/Mahindra-XUV500-Right-Front-Three-Quarter-95199.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio [2009-2014],2009,Discontinued,Scorpio,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/scorpio-2009-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Quanto [2012-2016],2012,Discontinued,Quanto,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/mahindra/quanto.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Marazzo [2018-2020],2018,Discontinued,Marazzo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/26944/marazzo-2018-2020-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,NuvoSport,2016,Discontinued,NuvoSport,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/22722/Mahindra-NuvoSport-Right-Front-Three-Quarter-70408.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero [2007-2011],2007,Discontinued,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/bolero-2007-2011.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,TUV300 [2015-2019],2015,Discontinued,TUV300,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/19781/Mahindra-TUV300-Exterior-114026.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio [2006-2009],2006,Discontinued,Scorpio,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/scorpio-2006-2009.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,KUV100 [2016-2017],2016,Discontinued,KUV100,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/31367/Mahindra-KUV100-Exterior-109230.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Verito Vibe CS,2013,Discontinued,Verito Vibe CS,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/10593/mahindra-veritovibecs-exterior12.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Xylo [2009-2012],2009,Discontinued,Xylo,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/xylo-2009-2012.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Xylo [2012-2014],2012,Discontinued,Xylo,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/xylo-2012-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Verito [2011-2012],2011,Discontinued,Verito,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/verito-2011-2012.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero [2000-2007],2000,Discontinued,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/bolero-2000-2007.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,e2o [2014-2016],2014,Discontinued,e2o,Electric,,,https://imgd.aeplcdn.com/664x374/cw/cars/mahindra/e2o.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio [2002-2006],2002,Discontinued,Scorpio,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/mahindra/scorpio-2002-2006.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio facelift,2025,Discontinued,Scorpio facelift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/210251/scorpio-facelift-exterior-right-side-view.avif,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV 3XO,2024,Active,XUV 3XO,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/156405/xuv-3xo-exterior-right-front-three-quarter-33.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio N,2022,Active,Scorpio N,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40432/scorpio-n-exterior-right-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV 7XO,2026,Active,XUV 7XO,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/205104/xuv-7xo-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Thar Roxx,2024,Active,Thar Roxx,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/124839/thar-roxx-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Thar,2025,Active,Thar,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/204996/thar-2025-exterior-right-front-three-quarter-5.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio,2022,Active,Scorpio,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/128413/scorpio-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,BE 6,2024,Active,BE 6,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131825/be-6-exterior-right-front-three-quarter-6.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero,2025,Active,Bolero,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/210987/bolero-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero Neo,2025,Active,Bolero Neo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/210989/bolero-neo-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XEV 9S,2025,Active,XEV 9S,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/212003/xev9s-exterior-right-front-three-quarter-11.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XEV 9e,2024,Active,XEV 9e,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/130595/xev-9e-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV 3XO EV,2026,Active,XUV 3XO EV,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/184409/xuv-3xo-ev-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,BE 6 FE,2025,Active,BE 6 FE,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/216225/fe-exterior-right-front-three-quarter.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero Neo Plus,2024,Active,Bolero Neo Plus,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/123643/bolero-neo-plus-exterior-right-front-three-quarter-3.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,XUV400,2023,Active,XUV400,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/45278/xuv400-exterior-right-front-three-quarter-8.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Marazzo,2020,Active,Marazzo,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/49114/marazzo-exterior-right-front-three-quarter-2.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Bolero 2026,2026,Upcoming,Bolero 2026,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/204404/new-bolero-exterior-left-front-three-quarter-9.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Scorpio N Facelift,2026,Upcoming,Scorpio N Facelift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/214461/scorpio-n-facelift-exterior-right-side-view-2.avif,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision S Sub Compact SUV,2026,Upcoming,Vision S Sub Compact SUV,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208724/vision-s-sub-4metre-suv-exterior-left-front-three-quarter.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Thar.e,2026,Upcoming,Thar.e,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/154685/thare-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision S Compact SUV,2027,Upcoming,Vision S Compact SUV,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208688/vision-s-compact-suv-exterior-right-front-three-quarter-2.avif,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision X Compact SUV,2026,Upcoming,Vision X Compact SUV,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208686/vision-x-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,BE.09,2027,Upcoming,BE.09,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131799/be09-exterior-front-view.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Global Pik Up,2026,Upcoming,Global Pik Up,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/154867/scorpio-n-pick-up-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision T,2028,Upcoming,Vision T,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208682/vision-t-exterior-left-front-three-quarter-4.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,BE.07,2026,Upcoming,BE.07,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/131807/be07-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision X Sub Compact SUV,2027,Upcoming,Vision X Sub Compact SUV,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208728/vision-x-sub-4-metre-suv-exterior-left-side-view.png,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Mahindra,Vision SXT,2028,Upcoming,Vision SXT,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/208684/sxt-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/mahindra.webp
Maruti Suzuki,Swift [2018-2021],2018,Discontinued,Swift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/26742/swift-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Baleno [2019-2022],2019,Discontinued,Baleno,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/37710/Maruti-Suzuki-Baleno-Right-Front-Three-Quarter-147420.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Ertiga [2018-2022],2018,Discontinued,Ertiga,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/35211/ertiga-exterior-right-front-three-quarter-141879.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Wagon R [2019-2022],2019,Discontinued,Wagon R,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/34467/wagonr-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Vitara Brezza [2020-2022],2020,Discontinued,Vitara Brezza,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/39028/marutisuzuki-vitara-brezza-right-front-three-quarter3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Celerio [2017-2021],2017,Discontinued,Celerio,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/31314/celerio-exterior-right-front-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Ignis [2020-2023],2020,Discontinued,Ignis,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/44409/marutisuzuki-ignis-right-front-three-quarter3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,S-Presso [2019-2022],2019,Discontinued,S-Presso,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/40726/s-presso-exterior-right-front-three-quarter-171853.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,XL6 [2019-2022],2019,Discontinued,XL6,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/41043/Maruti-Suzuki-XL6-Exterior-165499.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Eeco [2010-2022],2010,Discontinued,Eeco,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/9710/eeco-exterior-right-front-three-quarter-14.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Alto 800,2019,Discontinued,Alto 800,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/39013/Maruti-Suzuki-Alto-Right-Front-Three-Quarter-154833.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Swift [2021-2024],2021,Discontinued,Swift,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/54399/swift-exterior-right-front-three-quarter-64.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Dzire [2020-2024],2020,Discontinued,Dzire,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/45691/dzire-exterior-right-front-three-quarter-3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Celerio X,2017,Discontinued,Celerio X,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/31393/Maruti-Suzuki-Celerio-X-Right-Front-Three-Quarter-153971.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Alto K10 [2014-2020],2014,Discontinued,Alto K10,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/54/EB/14494/img/m/Maruti-Suzuki-Alto-K10-Right-Front-Three-Quarter-48397_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Omni,2014,Discontinued,Omni,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/9f/C9/10723/img/m/Maruti-Suzuki-Omni-Right-Front-Three-Quarter-48395_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,S-Cross 2020,2020,Discontinued,S-Cross 2020,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/46482/s-cross-petrol-exterior-right-front-three-quarter.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Dzire [2017-2020],2017,Discontinued,Dzire,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/26860/Maruti-Suzuki-Dzire-Exterior-118637.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Vitara Brezza [2016-2020],2016,Discontinued,Vitara Brezza,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21609/Maruti-Suzuki-Vitara-Brezza-Right-Front-Three-Quarter-118639.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,S Cross,2024,Discontinued,S Cross,Petrol,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/108351/s-cross-exterior-left-rear-three-quarter-2.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Gypsy,2010,Discontinued,Gypsy,Petrol,,,https://imgd.aeplcdn.com/664x374/ec/26/0E/17998/img/m/Maruti-Suzuki-Gypsy-Right-Front-Three-Quarter-48817_ol.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Ritz,2013,Discontinued,Ritz,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/maruti-suzuki/ritz.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Alto 800 [2016-2019],2016,Discontinued,Alto 800,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/23445/Maruti-Suzuki-Alto-800-Right-Front-Three-Quarter-72869.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Swift Dzire [2015-2017],2015,Discontinued,Swift Dzire,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/maruti-suzuki/swift-dzire.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Baleno [2015-2019],2015,Discontinued,Baleno,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/21723/Maruti-Suzuki-Baleno-Right-Front-Three-Quarter-147250.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Swift [2014-2018],2014,Discontinued,Swift,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/maruti-suzuki/swift.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Futuro-E,2024,Discontinued,Futuro-E,Electric,,,https://imgd.aeplcdn.com/664x374/n/cw/ec/44736/marutisuzuki-futuro-e-exterior3.jpeg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,A-Star,2012,Discontinued,A-Star,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/maruti-suzuki/a-star-2012-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Wagon R 1.0 [2014-2019],2014,Discontinued,Wagon R 1.0,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/9709/Maruti-Suzuki-Wagon-R-10-Exterior-137002.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Ignis [2019-2020],2019,Discontinued,Ignis,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/38611/Maruti-Suzuki-Ignis-Right-Front-Three-Quarter-149591.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,SX4,2013,Discontinued,SX4,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/maruti-suzuki/sx4-2013-2015.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Ertiga [2015-2018],2015,Discontinued,Ertiga,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/20477/Maruti-Suzuki-Ertiga-Exterior-118751.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Estilo,2009,Discontinued,Estilo,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/cars/discontinued/maruti-suzuki/estilo-2009-2014.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,Alto 800 [2012-2016],2012,Discontinued,Alto 800,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/9706/Maruti-Suzuki-Alto-800-Right-Front-Three-Quarter-72140.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
Maruti Suzuki,S-Cross [2017-2020],2017,Discontinued,S-Cross,Petrol,,,https://imgd.aeplcdn.com/664x374/cw/ec/28290/Maruti-Suzuki-SCross-Exterior-109121.jpg,https://imgd.aeplcdn.com/0x0/cw/makes/maruti-suzuki.webp
